entity_id,legal_name,country,industry,incorporation_date,source_system,risk_rating
4028,Patterson and Sons,Japan,Manufacturing,2019-11-18,ERP,High
4029,Hutchinson LLC,Germany,Insurance,2025-11-30,CRM,High
4030,Long Ltd,France,Technology,2021-09-30,PartnerFeed,Medium
4031,Butler-Mayo,France,Technology,2015-03-01,CRM,Low
4032,"Morris, Wood and Evans",Japan,Manufacturing,2005-01-24,CRM,Medium
4033,Mclaughlin-Hughes,United States,Manufacturing,2000-07-18,PartnerFeed,Medium
4034,Smith Ltd,France,Insurance,2017-04-16,RegSys,Medium
4035,Hall-Pugh,Singapore,Technology,2010-07-17,PartnerFeed,Medium
4036,"Juarez, Acosta and Johnson",Japan,Manufacturing,2004-12-08,PartnerFeed,Low
4037,Fernandez-Payne,United Kingdom,Insurance,2025-11-17,RegSys,Medium
4038,Freeman-Alvarez,United States,Banking,2025-04-23,ERP,Low
4039,Fischer PLC,Germany,Manufacturing,2002-04-21,RegSys,Medium
4040,"Alexander, Hernandez and Perez",France,Asset Management,2004-06-23,RegSys,Medium
4041,Shelton and Sons,United States,Technology,2006-05-12,CRM,Medium
4042,Hall Ltd,Germany,Asset Management,2015-04-08,PartnerFeed,Low
4043,Maldonado-Simmons,Switzerland,Banking,2021-02-13,RegSys,Low
4044,Torres Ltd,Singapore,Insurance,2012-04-19,ERP,Medium
4045,"Pham, Dixon and Melton",India,Technology,2006-02-22,RegSys,Low
4046,Matthews LLC,United Kingdom,Asset Management,2009-12-25,RegSys,High
4047,"Lane, Marquez and Phillips",United States,Banking,2026-05-18,ERP,Low
4048,Cooley-Butler,United Kingdom,Banking,2014-05-10,ERP,Low
4049,Matthews-Stewart,United Kingdom,Manufacturing,2007-02-23,RegSys,Low
4050,"Simon, Preston and Boyd",Japan,Insurance,2026-04-12,ERP,Low
4051,Dennis-Woodward,United Kingdom,Manufacturing,1997-11-03,RegSys,High
4052,Singleton Inc,United Kingdom,Banking,2009-04-17,PartnerFeed,High
4053,Lane PLC,Singapore,Technology,2024-12-06,ERP,High
4054,"Sanders, Williams and Thomas",Japan,Banking,2016-12-31,CRM,Medium
4055,"Morgan, Castaneda and Mills",Germany,Technology,2018-09-04,PartnerFeed,Medium
4056,Davis Inc,Switzerland,Asset Management,2007-04-22,ERP,Medium
4057,"Anderson, Atkinson and Clark",Singapore,Asset Management,2017-03-07,PartnerFeed,High
4058,Cruz-Maldonado,United States,Technology,2009-04-12,PartnerFeed,Low
4059,"Tyler, Maldonado and Garcia",United States,Insurance,2005-09-02,CRM,Medium
4060,Klein-Fisher,India,Technology,2001-08-12,PartnerFeed,Low
4061,Padilla-Franklin,Switzerland,Banking,2018-01-03,RegSys,Low
4062,"Ramos, Dean and Rice",India,Manufacturing,2007-01-24,ERP,Medium
4063,Wright-Stout,United States,Insurance,1997-11-29,ERP,High
4064,Cannon Inc,Japan,Asset Management,2018-08-18,PartnerFeed,High
4065,Brown Ltd,United States,Manufacturing,2010-12-05,PartnerFeed,High
4066,Aguilar Inc,India,Technology,2006-04-02,PartnerFeed,High
4067,Thomas LLC,Switzerland,Banking,2025-05-08,CRM,High
4068,Harris Group,Germany,Technology,2001-04-04,PartnerFeed,Low
4069,"Munoz, Robinson and Long",Germany,Insurance,1998-08-08,RegSys,Low
4070,"Thompson, Odonnell and Allen",United Kingdom,Banking,2024-06-16,RegSys,Low
4071,"Jones, White and Harper",France,Asset Management,2006-10-12,PartnerFeed,High
4072,Morgan Ltd,Singapore,Asset Management,2014-02-01,RegSys,Low
4073,Ochoa Group,Switzerland,Manufacturing,2007-09-21,PartnerFeed,Low
4074,"Henderson, Petersen and Martinez",France,Asset Management,1998-12-29,CRM,Medium
4075,"Moreno, Zamora and Ramsey",Japan,Insurance,2010-09-23,CRM,Medium
4076,Rodriguez-Bradford,France,Technology,2024-07-24,CRM,High
4077,Ellis Inc,Germany,Technology,1998-09-26,RegSys,Low
4078,"Patel, Carr and Baker",India,Manufacturing,2004-09-15,ERP,High
4079,Brown PLC,India,Technology,2001-11-17,ERP,High
4080,Grimes-Andrews,Japan,Technology,2025-01-10,CRM,High
4081,"Atkins, Humphrey and Murray",United Kingdom,Manufacturing,2019-02-25,ERP,Low
4082,Flores-Burton,Japan,Manufacturing,2010-04-08,ERP,Low
4083,Neal PLC,United States,Asset Management,2009-04-09,ERP,High
4084,Richardson Inc,France,Asset Management,2008-07-02,ERP,Low
4085,"Dunn, Hickman and Cook",United States,Asset Management,2025-10-22,CRM,Medium
4086,Mercado-Wagner,Switzerland,Technology,2011-08-09,PartnerFeed,Low
4087,Velazquez Group,Japan,Insurance,2000-05-24,RegSys,High
4088,"Dominguez, Myers and Horn",Japan,Technology,2009-02-13,RegSys,Low
4089,Rivera-Weber,India,Banking,2010-12-01,RegSys,Low
4090,"Mccarthy, Hall and Cain",Germany,Technology,2003-04-01,RegSys,Medium
4091,"Whitehead, Green and Williams",Japan,Manufacturing,2015-12-14,RegSys,Low
4092,"Walter, Sims and Bishop",Germany,Manufacturing,2020-02-13,PartnerFeed,High
4093,"Mendoza, Castaneda and Oconnell",Singapore,Asset Management,2011-11-01,PartnerFeed,Medium
4094,Clark-Stevens,Switzerland,Asset Management,2013-10-10,PartnerFeed,Medium
4095,Bartlett-Sullivan,France,Manufacturing,2023-05-01,RegSys,High
4096,"Hoffman, Roberson and Barnes",Japan,Insurance,2000-11-21,PartnerFeed,High
4097,"Hernandez, Castaneda and Brown",France,Banking,2001-04-18,RegSys,Medium
4098,"Jackson, Ramirez and Salas",Singapore,Technology,2024-07-13,PartnerFeed,Low
4099,Garcia Inc,Switzerland,Technology,2019-01-16,PartnerFeed,Low
4100,"Phillips, Lewis and David",Japan,Asset Management,2008-11-02,RegSys,Medium
4101,"Lucas, Moore and Ross",Germany,Asset Management,2003-03-23,ERP,Low
4102,Carter-Johnson,France,Banking,2009-02-13,RegSys,High
4103,"Williams, Holloway and Fox",Singapore,Insurance,2026-05-13,ERP,Low
4104,"Bird, Bradley and Blackwell",Germany,Asset Management,2026-02-23,RegSys,Medium
4105,Clark LLC,France,Insurance,2003-07-20,CRM,High
4106,"Vaughan, Russo and Graves",India,Asset Management,2008-07-24,CRM,Low
4107,Wilkinson PLC,Switzerland,Technology,2025-08-30,CRM,High
4108,"Casey, Carey and Lee",Japan,Banking,1996-10-30,CRM,Low
4109,"Butler, Hansen and Gillespie",United Kingdom,Banking,1997-09-11,RegSys,High
4110,Jenkins-Jenkins,United States,Manufacturing,2009-08-20,RegSys,High
4111,Thomas Inc,Germany,Manufacturing,1997-04-23,CRM,Medium
4112,Henderson Inc,United States,Insurance,2019-05-27,CRM,Low
4113,Stewart Inc,Germany,Manufacturing,2024-06-14,CRM,Low
4114,Summers-Hernandez,India,Banking,1999-02-20,RegSys,High
4115,"Hayden, Fox and Simpson",India,Insurance,2005-07-13,ERP,Medium
4116,Jones LLC,India,Insurance,2019-03-30,CRM,Low
4117,Bennett Ltd,Germany,Banking,2004-05-23,RegSys,Medium
4118,Jackson Inc,Singapore,Banking,2014-03-22,PartnerFeed,Low
4119,Martinez-Perry,Switzerland,Asset Management,2008-04-05,ERP,High
4120,"Bennett, Johnson and Vargas",United States,Banking,2009-03-27,CRM,High
4121,Curry LLC,United Kingdom,Banking,2012-01-03,RegSys,Low
4122,Marsh LLC,Switzerland,Technology,2002-05-06,PartnerFeed,High
4123,Ruiz Inc,Germany,Asset Management,2008-02-20,ERP,Medium
4124,Taylor-Lopez,Germany,Insurance,2019-07-05,RegSys,Low
4125,Calhoun-Bradley,Germany,Technology,2021-01-01,CRM,High
4126,Zuniga-Tyler,France,Asset Management,2006-09-25,ERP,High
4127,Flores-Benitez,Switzerland,Technology,2011-09-12,PartnerFeed,Low
4128,Haley LLC,United Kingdom,Manufacturing,2003-06-22,PartnerFeed,Medium
4129,Burns Ltd,Japan,Banking,2016-12-16,RegSys,Medium
4130,"Summers, Ochoa and Spencer",Japan,Banking,2013-07-13,ERP,Low
4131,"Simpson, James and Lawson",United Kingdom,Asset Management,2020-10-21,PartnerFeed,High
4132,"Butler, Clark and Reynolds",France,Insurance,2016-11-09,PartnerFeed,Medium
4133,Phillips PLC,Japan,Banking,2006-05-17,PartnerFeed,High
4134,Robles-Jones,Singapore,Technology,2002-11-01,PartnerFeed,High
4135,Rojas-Banks,Japan,Insurance,2019-01-30,CRM,Medium
4136,"Hill, Buchanan and Lawrence",Germany,Technology,2021-09-06,RegSys,Medium
4137,Waters-Johnson,France,Asset Management,2010-06-24,CRM,High
4138,"Kelly, Scott and Pierce",Singapore,Asset Management,2019-11-09,RegSys,Medium
4139,"Wright, Lane and Hull",Singapore,Asset Management,1999-02-02,PartnerFeed,Low
4140,Crawford PLC,France,Manufacturing,2004-06-30,PartnerFeed,High
4141,Ramos Ltd,Singapore,Manufacturing,2013-11-25,ERP,Low
4142,"Humphrey, Edwards and Warren",Switzerland,Manufacturing,2005-01-15,ERP,Medium
4143,Jones Group,India,Manufacturing,2006-09-30,ERP,High
4144,"Solomon, Chavez and Martin",Germany,Insurance,2010-03-05,ERP,Medium
4145,Wright PLC,United Kingdom,Insurance,2015-10-24,RegSys,High
4146,"Shepard, Lynn and Dawson",United Kingdom,Asset Management,2004-06-29,RegSys,Low
4147,"Barnes, Hoffman and Harvey",Singapore,Asset Management,2003-01-28,CRM,High
4148,"Graham, Cervantes and White",Germany,Banking,2014-07-11,CRM,Low
4149,Alvarado-Barber,Japan,Banking,2011-12-25,CRM,High
4150,Hall-Miller,Japan,Technology,2006-06-08,RegSys,Low
4151,"Fuentes, Coleman and Casey",Switzerland,Manufacturing,2005-08-15,RegSys,Medium
4152,Fritz-Gray,Singapore,Technology,2007-06-28,PartnerFeed,Low
4153,Osborne-Cook,France,Manufacturing,2011-07-06,ERP,Low
4154,"Ortiz, Grimes and Hudson",India,Insurance,2014-11-13,ERP,Low
4155,"Fischer, Stone and Williams",India,Banking,2022-12-10,PartnerFeed,Medium
4156,"Mays, Stokes and Gill",Germany,Asset Management,2007-02-14,PartnerFeed,Medium
4157,"Ortega, Santiago and Meyer",Germany,Insurance,2019-10-19,RegSys,Medium
4158,Stevens PLC,United States,Insurance,2025-01-23,PartnerFeed,Medium
4159,Tyler Inc,Switzerland,Manufacturing,2022-12-14,CRM,Low
4160,Martinez-Williams,Germany,Banking,2025-06-12,RegSys,Medium
4161,Scott-Ramirez,Switzerland,Technology,2018-12-20,ERP,Low
4162,Anderson-Compton,India,Technology,2006-03-27,CRM,Low
4163,Henderson and Sons,United States,Manufacturing,2024-03-05,ERP,High
4164,"Marshall, Gonzales and Mason",United States,Technology,2009-11-23,RegSys,Medium
4165,"Farmer, Goodwin and Howard",France,Insurance,2001-04-24,CRM,Low
4166,Short PLC,United States,Asset Management,2012-09-24,RegSys,Medium
4167,Williams-Sullivan,India,Asset Management,2024-09-14,RegSys,Medium
4168,Harvey LLC,Germany,Technology,2006-07-08,PartnerFeed,High
4169,"Rodriguez, Brown and Sanders",Japan,Asset Management,2008-03-13,RegSys,High
4170,"Gutierrez, Richard and Smith",Japan,Banking,1996-11-24,RegSys,Low
4171,"Nguyen, Fitzpatrick and Lopez",Singapore,Banking,2022-08-06,ERP,Medium
4172,Flores LLC,India,Asset Management,2018-11-06,PartnerFeed,Low
4173,Gross Ltd,United States,Technology,2007-05-30,ERP,Medium
4174,Lee-Williams,Switzerland,Insurance,2022-12-30,PartnerFeed,Medium
4175,Garcia and Sons,United Kingdom,Insurance,2013-07-11,CRM,High
4176,Huang and Sons,United Kingdom,Technology,2022-08-22,CRM,Medium
4177,"Parker, Fisher and Larson",India,Technology,2002-04-23,RegSys,Low
4178,Navarro Ltd,Japan,Technology,2011-06-05,CRM,Medium
4179,"Reid, Lewis and Brown",Japan,Asset Management,2013-06-07,ERP,Medium
4180,Howard Group,Germany,Insurance,2012-08-13,PartnerFeed,Low
4181,"Harvey, Todd and Johnson",United Kingdom,Technology,2017-08-27,CRM,Medium
4182,Fox-Miranda,Switzerland,Asset Management,2002-10-06,PartnerFeed,High
4183,"Jackson, Gray and Henderson",Switzerland,Insurance,2007-09-25,CRM,Low
4184,"Morales, Keller and Jordan",France,Banking,2018-09-15,ERP,High
4185,Gonzalez-Madden,Germany,Banking,2022-08-09,ERP,Medium
4186,Phillips-Davis,France,Banking,2016-02-29,PartnerFeed,Medium
4187,"Robertson, Walsh and Reeves",Switzerland,Technology,2017-10-30,PartnerFeed,Low
4188,Walker and Sons,France,Manufacturing,2003-09-27,ERP,High
4189,"Roberts, Cook and Jennings",India,Banking,2004-02-11,ERP,High
4190,"Reyes, Fernandez and Williams",India,Technology,2021-10-16,ERP,High
4191,Phelps-Hill,United Kingdom,Banking,2022-11-25,PartnerFeed,High
4192,Erickson-Hernandez,France,Manufacturing,2013-04-15,RegSys,High
4193,Cruz LLC,United States,Manufacturing,2004-07-06,CRM,Low
4194,Meadows Ltd,Germany,Insurance,2024-10-09,CRM,Medium
4195,Wilson Inc,United Kingdom,Asset Management,2018-05-01,PartnerFeed,High
4196,Hill-Baird,Japan,Insurance,2016-08-21,RegSys,High
4197,"Williams, Cruz and Mccoy",Germany,Manufacturing,2002-02-04,ERP,Medium
4198,Douglas Ltd,United States,Manufacturing,2026-03-09,ERP,Medium
4199,Pace LLC,France,Asset Management,2009-12-01,RegSys,High
4200,"Torres, Hubbard and Goodman",India,Asset Management,2020-03-12,CRM,Low
4201,Williams-Johnson,India,Banking,2012-12-25,ERP,High
4202,Walker LLC,India,Manufacturing,2010-10-12,PartnerFeed,High
4203,"Gordon, Smith and Burgess",Singapore,Insurance,2004-02-12,PartnerFeed,High
4204,"Lozano, Simpson and Harris",Germany,Manufacturing,2019-08-19,PartnerFeed,High
4205,Lee-Smith,India,Banking,2010-01-12,CRM,High
4206,"Davis, Myers and Padilla",Germany,Manufacturing,2009-04-26,RegSys,Low
4207,Mccarthy-Palmer,Japan,Manufacturing,2003-06-25,PartnerFeed,Low
4208,Levy Inc,France,Asset Management,2006-08-24,ERP,Low
4209,"Johnson, Wilson and Everett",Singapore,Asset Management,2015-11-02,ERP,High
4210,Cooley-Fuller,Japan,Asset Management,2024-03-28,ERP,High
4211,Cox-Riley,Switzerland,Technology,2024-05-22,RegSys,High
4212,Gibbs Ltd,Germany,Manufacturing,2013-06-22,ERP,Medium
4213,Long Ltd,Switzerland,Insurance,2020-12-28,ERP,Low
4214,Smith Inc,France,Banking,1997-09-28,CRM,High
4215,"Horne, Moore and Lee",United Kingdom,Banking,2017-04-18,ERP,Medium
4216,Davies-Dunn,Japan,Insurance,2016-06-20,CRM,Medium
4217,Cardenas PLC,United States,Insurance,2006-05-15,CRM,Medium
4218,"Spears, Lowery and Hamilton",France,Technology,2013-04-07,RegSys,Low
4219,Yu PLC,Singapore,Manufacturing,2012-01-14,RegSys,Medium
4220,"West, Malone and Jennings",United Kingdom,Technology,2008-10-01,CRM,Medium
4221,Hines-Johnson,Japan,Asset Management,2021-01-06,PartnerFeed,High
4222,"Taylor, Clark and Mahoney",Switzerland,Manufacturing,2021-03-14,ERP,Low
4223,Owens-Williams,United States,Technology,2009-09-13,RegSys,High
4224,"Owens, Barnes and Schroeder",United Kingdom,Asset Management,2020-01-02,ERP,High
4225,"Clark, Jones and Miller",Germany,Technology,2015-08-15,RegSys,High
4226,"Carter, Wilcox and Richardson",United Kingdom,Asset Management,1998-07-10,CRM,High
4227,Lopez Group,France,Asset Management,2012-09-22,RegSys,Medium
4228,"Wolfe, Harper and Gonzalez",Singapore,Insurance,2016-08-30,CRM,Low
4229,Simon-Payne,Japan,Asset Management,2022-02-13,CRM,High
4230,"Tapia, Gross and Clayton",Switzerland,Manufacturing,2024-04-04,CRM,Medium
4231,"Nichols, Martinez and Stephenson",Singapore,Technology,2021-08-31,CRM,High
4232,"Wagner, Scott and Leonard",Switzerland,Asset Management,2000-09-16,PartnerFeed,High
4233,Spencer Group,United Kingdom,Banking,2007-02-16,ERP,Low
4234,Coleman-Bartlett,United Kingdom,Banking,2003-10-15,PartnerFeed,Low
4235,Edwards-Gould,Japan,Asset Management,2003-06-26,ERP,Medium
4236,Wagner Inc,India,Technology,1999-05-25,CRM,Low
4237,"Smith, Gallegos and Nichols",United Kingdom,Technology,2003-01-21,RegSys,Low
4238,Mckenzie-Garcia,Germany,Banking,2013-07-25,RegSys,High
4239,Quinn-Henry,Japan,Manufacturing,2014-04-03,CRM,Low
4240,Jones-Kelly,Singapore,Technology,1998-11-07,ERP,High
4241,"Patton, Hendricks and Johnson",France,Asset Management,2014-12-20,CRM,Medium
4242,Jones LLC,Singapore,Technology,2001-07-18,RegSys,Low
4243,"Chapman, Williams and Conner",United States,Manufacturing,2017-07-02,CRM,Low
4244,Dennis PLC,Germany,Asset Management,2020-07-14,ERP,High
4245,Waters-Collier,Singapore,Banking,2002-01-14,ERP,Medium
4246,Brown and Sons,Germany,Manufacturing,2011-10-30,RegSys,Low
4247,"Byrd, Marshall and Nelson",India,Banking,2006-10-18,CRM,High
4248,King-Patel,Singapore,Manufacturing,2015-12-13,PartnerFeed,Medium
4249,"Duffy, Andrade and Henry",Singapore,Banking,2014-02-08,PartnerFeed,High
4250,"Murphy, Evans and Williams",United Kingdom,Insurance,2023-02-28,CRM,High
4251,"Kelley, Rodriguez and Murray",Singapore,Asset Management,2011-12-19,CRM,Low
4252,Buchanan LLC,United States,Asset Management,2000-04-15,PartnerFeed,Medium
4253,Obrien Ltd,Switzerland,Banking,2019-12-31,CRM,Medium
4254,Jones Ltd,Germany,Insurance,2003-02-11,RegSys,High
4255,"Mata, Williams and Baldwin",United Kingdom,Asset Management,2000-05-10,CRM,High
4256,"Davis, Perez and Bailey",India,Asset Management,2005-05-09,CRM,Low
4257,Ramirez-Thompson,India,Banking,2025-11-10,RegSys,Low
4258,Martin-Frazier,United Kingdom,Insurance,2024-03-20,PartnerFeed,Low
4259,"Allen, Hamilton and Fisher",Japan,Manufacturing,2003-05-11,ERP,Low
4260,Hester Group,France,Asset Management,2013-08-10,ERP,Low
4261,Anderson-Park,United States,Manufacturing,2026-06-13,ERP,Low
4262,Anderson LLC,United Kingdom,Asset Management,1998-07-15,ERP,Medium
4263,"Park, Cameron and Fuller",United States,Manufacturing,1997-10-09,RegSys,Low
4264,Thomas Inc,Japan,Insurance,2006-10-16,RegSys,High
4265,Mills LLC,Singapore,Technology,2012-11-03,PartnerFeed,Low
4266,Tanner-Cameron,India,Banking,1998-08-02,PartnerFeed,Low
4267,"Lindsey, Brown and Adams",India,Manufacturing,2007-11-14,CRM,High
4268,Potter-Freeman,France,Asset Management,2008-03-08,CRM,Medium
4269,"Patel, Burch and Moran",United States,Asset Management,2021-01-12,ERP,Low
4270,Allison Inc,Germany,Technology,2020-02-13,CRM,Low
4271,Dickerson Inc,Japan,Banking,2016-09-19,PartnerFeed,High
4272,Anderson-Wells,Germany,Asset Management,2024-08-23,ERP,Medium
4273,"Johnson, Campbell and Santana",Singapore,Insurance,2022-04-21,ERP,High
4274,Rivera-Lozano,Japan,Banking,2004-06-15,CRM,Medium
4275,"Snyder, Walker and Robbins",India,Asset Management,2017-12-08,ERP,High
4276,"Duncan, Lowe and Montoya",France,Insurance,2012-03-31,ERP,Low
4277,Newman-Guzman,Singapore,Banking,2024-03-21,RegSys,Medium
4278,Farrell-Anderson,United Kingdom,Manufacturing,1999-03-09,CRM,Medium
4279,Johnston-Mcclain,Singapore,Banking,2002-11-12,RegSys,High
4280,"Obrien, Gonzalez and Sandoval",United Kingdom,Insurance,2007-07-22,RegSys,Low
4281,"Wood, Ross and May",Singapore,Insurance,2004-06-18,ERP,Low
4282,Chavez Ltd,Japan,Technology,2005-08-04,CRM,High
4283,"Taylor, Page and Wu",France,Insurance,2015-01-31,RegSys,Low
4284,Garcia-Murillo,France,Asset Management,2022-10-06,RegSys,Low
4285,Key Ltd,United States,Insurance,2022-12-18,ERP,Medium
4286,"Ramirez, Frost and Campbell",Singapore,Insurance,2021-08-12,PartnerFeed,Low
4287,Foster-Ray,United States,Asset Management,2006-05-24,PartnerFeed,Low
4288,"Clark, Diaz and Dennis",Japan,Manufacturing,2009-10-21,RegSys,High
4289,"Church, Johnson and Moore",United States,Asset Management,2017-09-13,ERP,High
4290,Thompson and Sons,India,Insurance,2007-11-07,CRM,Low
4291,Gill-Alexander,Singapore,Asset Management,2017-01-18,PartnerFeed,High
4292,Alexander-Simmons,United Kingdom,Manufacturing,2005-02-17,RegSys,Low
4293,Jackson Inc,United States,Technology,2006-08-29,RegSys,Low
4294,Villanueva-Smith,United Kingdom,Insurance,2022-04-04,CRM,Low
4295,Smith Ltd,United States,Technology,2021-05-07,CRM,Medium
4296,Jones Ltd,Japan,Asset Management,2001-05-16,RegSys,High
4297,Eaton Inc,United States,Insurance,2005-01-30,CRM,High
4298,"Glass, Scott and Wilson",United States,Manufacturing,1999-11-11,CRM,High
4299,"Hernandez, King and Williams",Germany,Asset Management,2002-08-14,ERP,Low
4300,"Dalton, Mclaughlin and Figueroa",United States,Insurance,2006-05-24,CRM,Medium
4301,Hansen LLC,United Kingdom,Asset Management,2015-08-22,RegSys,Medium
4302,Drake Group,United Kingdom,Asset Management,2000-09-09,ERP,High
4303,"Page, Walker and Crawford",United States,Technology,2013-09-17,PartnerFeed,Low
4304,Fischer PLC,Germany,Banking,2020-11-05,CRM,High
4305,Scott and Sons,United States,Manufacturing,1997-08-15,CRM,Low
4306,Smith Group,Singapore,Banking,2012-11-22,ERP,Medium
4307,"Bennett, Garcia and Romero",Japan,Insurance,2023-03-02,ERP,High
4308,Simon-Hale,Japan,Manufacturing,2013-09-23,CRM,Low
4309,"Peters, Scott and Delgado",United States,Manufacturing,2025-04-04,ERP,High
4310,Anderson Ltd,France,Manufacturing,2015-07-09,ERP,Low
4311,Roberson PLC,Singapore,Banking,1998-10-26,ERP,Medium
4312,Bowers-Harrison,Singapore,Asset Management,2007-07-03,CRM,Medium
4313,Lowe-Martin,Japan,Insurance,2005-10-05,RegSys,High
4314,Pacheco-Flores,Japan,Insurance,2023-11-07,PartnerFeed,Low
4315,"Cervantes, Scott and Erickson",Singapore,Manufacturing,2022-12-25,ERP,Medium
4316,Stewart and Sons,Switzerland,Insurance,1996-12-28,PartnerFeed,Low
4317,"Schmidt, Garcia and Ballard",United Kingdom,Insurance,2009-08-26,CRM,Medium
4318,"Liu, Pruitt and Cooley",Singapore,Banking,2014-02-23,ERP,Medium
4319,Hudson and Sons,Japan,Manufacturing,2007-10-02,CRM,Medium
4320,Larson Group,Singapore,Insurance,2024-06-06,RegSys,Low
4321,"Robertson, Knight and Jackson",France,Insurance,2014-07-12,RegSys,High
4322,Smith Ltd,Japan,Insurance,1997-08-21,PartnerFeed,High
4323,Hebert-Hull,United Kingdom,Banking,2016-08-22,CRM,High
4324,Pratt and Sons,Japan,Banking,1997-12-19,ERP,High
4325,Davila Ltd,India,Technology,2006-11-11,PartnerFeed,High
4326,Nunez and Sons,Switzerland,Insurance,2006-07-01,RegSys,Low
4327,Velasquez-Wise,United Kingdom,Insurance,1998-03-30,PartnerFeed,Medium
4328,"Allen, Martin and Hudson",Germany,Insurance,2022-08-28,CRM,Medium
4329,"Hunt, Farmer and Garcia",Japan,Banking,2008-12-07,ERP,High
4330,Porter-Jones,United States,Manufacturing,2021-10-04,PartnerFeed,High
4331,Golden and Sons,Japan,Asset Management,2006-05-02,CRM,Medium
4332,"Ferguson, Davenport and Carrillo",Japan,Banking,2020-08-23,PartnerFeed,Medium
4333,"Hughes, Harper and Mitchell",France,Insurance,2009-03-19,RegSys,High
4334,Brown and Sons,France,Insurance,2011-11-18,ERP,Low
4335,"Walker, Williams and Sanders",India,Asset Management,2012-11-15,ERP,Low
4336,"Martin, Reed and Short",Singapore,Asset Management,1997-11-10,ERP,High
4337,Fisher-Johnson,United Kingdom,Manufacturing,2008-02-22,PartnerFeed,High
4338,"Rhodes, Richards and Flores",Germany,Banking,2004-09-02,ERP,Low
4339,"Manning, Barron and King",United States,Technology,2002-07-08,PartnerFeed,High
4340,Long Inc,United States,Technology,1998-05-03,RegSys,High
4341,Hansen Ltd,United States,Insurance,2001-09-17,RegSys,Medium
4342,Griffin Inc,Germany,Technology,2007-11-15,RegSys,Low
4343,Johns-Zhang,Singapore,Banking,2026-05-23,PartnerFeed,Low
4344,Silva-Chavez,Japan,Technology,2008-08-12,CRM,High
4345,Juarez-Powell,United States,Asset Management,2009-01-14,PartnerFeed,High
4346,"Becker, Dennis and Christensen",United States,Asset Management,2005-10-22,RegSys,Low
4347,Burch LLC,France,Banking,2003-12-03,CRM,High
4348,"Frazier, Mccall and Solomon",Switzerland,Insurance,2005-05-20,RegSys,Low
4349,Rodriguez-Hill,United States,Manufacturing,2022-06-18,ERP,Medium
4350,Anthony Group,United Kingdom,Insurance,2023-06-02,PartnerFeed,Low
4351,Robbins-Hill,India,Banking,2025-01-19,CRM,Medium
4352,"Barajas, Jones and Jones",Switzerland,Insurance,2001-04-30,CRM,Low
4353,"Mccarthy, Mercado and Warren",Germany,Insurance,2015-08-31,RegSys,Low
4354,Ramirez-Jenkins,United States,Asset Management,2004-05-31,ERP,Low
4355,Turner Group,Singapore,Banking,2021-05-05,RegSys,High
4356,Johnson Inc,Japan,Insurance,2024-02-02,ERP,High
4357,"Carlson, Sanchez and Mejia",Switzerland,Banking,1997-07-17,RegSys,Medium
4358,"Miller, Martin and Miranda",Singapore,Asset Management,2024-06-21,RegSys,Low
4359,Dawson Group,Switzerland,Technology,2017-01-30,CRM,Low
4360,Cortez Ltd,Singapore,Technology,2003-05-06,CRM,High
4361,"Gomez, Matthews and Andersen",Switzerland,Manufacturing,2023-03-13,CRM,Medium
4362,Smith-Watts,United Kingdom,Asset Management,1999-10-05,CRM,Medium
4363,Jordan and Sons,Germany,Asset Management,2002-04-25,ERP,High
4364,Robinson-Adams,India,Insurance,2001-06-08,ERP,Low
4365,"Lawrence, Bennett and Kelley",India,Insurance,2019-09-16,RegSys,High
4366,Guzman PLC,Germany,Asset Management,2023-08-21,ERP,Low
4367,"Lewis, Hill and Callahan",Singapore,Insurance,2000-02-29,PartnerFeed,Medium
4368,Thompson LLC,Germany,Technology,2009-02-06,RegSys,High
4369,Morgan LLC,France,Insurance,2004-05-06,ERP,Low
4370,Miller and Sons,France,Manufacturing,2004-08-18,RegSys,High
4371,Smith PLC,United Kingdom,Insurance,2009-02-12,PartnerFeed,High
4372,Barnes-Chapman,France,Manufacturing,2004-05-12,CRM,High
4373,"Norris, Jordan and Hensley",Japan,Insurance,2021-05-23,PartnerFeed,High
4374,Harvey and Sons,Germany,Banking,2019-02-13,CRM,Low
4375,Peterson-Wilkerson,Singapore,Manufacturing,2011-03-11,ERP,Medium
4376,Vincent-Hartman,India,Banking,2024-03-28,ERP,Low
4377,Garcia-Thomas,United Kingdom,Asset Management,2003-12-15,ERP,High
4378,Hopkins PLC,United States,Banking,2003-02-27,RegSys,High
4379,Simmons LLC,France,Technology,2010-06-01,CRM,Low
4380,Perry-Lane,United States,Technology,2006-04-12,CRM,High
4381,Gonzalez-Rowland,United States,Banking,2020-02-23,PartnerFeed,Low
4382,"Nelson, Nguyen and Wallace",United States,Insurance,2016-03-22,RegSys,High
4383,Lopez LLC,United Kingdom,Manufacturing,2021-02-10,ERP,Medium
4384,"Price, Caldwell and Boyd",Singapore,Asset Management,2013-03-15,ERP,High
4385,Anderson-Marshall,Germany,Technology,2024-04-10,CRM,Medium
4386,"Bennett, Gardner and Boyd",Japan,Banking,1997-08-09,RegSys,Low
4387,Johnson Group,Japan,Insurance,2022-05-14,ERP,Medium
4388,"Hardin, Moore and Phillips",Singapore,Insurance,2024-08-17,PartnerFeed,Low
4389,Price-Weaver,Switzerland,Asset Management,1996-08-01,CRM,Medium
